,Unnamed: 0,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,DATE,TIME,DAY,MIN,DATETIME,MATCH_TENTH_KM
6113,6113,I192075077,1845,Drug Violation,DRUGS - POSS CLASS D,D4, ,,2019-09-18 13:22,2019,9,Wednesday,13,Part Two,,42.3443164,-71.07446411,"(42.34431640, -71.07446411)",2019-09-18,13:22,18,22,2019-09-18 13:22,TRUE
6151,6151,I192018957,3201,Property Lost,PROPERTY - LOST,D4,162,,2019-03-12 19:00,2019,3,Tuesday,19,Part Three,WASHINGTON ST,42.34432514,-71.06571148,"(42.34432514, -71.06571148)",2019-03-12,19:00,12,0,2019-03-12 19:00,TRUE
6254,6254,192088839,1106,,FRAUD - CREDIT CARD / ATM FRAUD,D4,627,0,2019-11-01 0:00,2019,11,Friday,0,,BOYLSTON ST,42.344422,-71.09833,"(42.34442200, -71.09833000)",2019-11-01,0:00,1,0,2019-11-01 0:00,TRUE
6255,6255,192081387,2647,,THREATS TO DO BODILY HARM,D4,627,0,2019-10-08 11:03,2019,10,Tuesday,11,,BOYLSTON ST,42.344422,-71.09833,"(42.34442200, -71.09833000)",2019-10-08,11:03,8,3,2019-10-08 11:03,TRUE
6271,6271,I192054566,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,D4,627,,2019-07-15 20:47,2019,7,Monday,20,Part Three,BOYLSTON ST,42.34442266,-71.09833083,"(42.34442266, -71.09833083)",2019-07-15,20:47,15,47,2019-07-15 20:47,TRUE
6407,6407,192101708,2647,,THREATS TO DO BODILY HARM,D4,152,0,2019-12-18 12:25,2019,12,Wednesday,12,,WARREN AVE,42.344539,-71.073587,"(42.34453900, -71.07358700)",2019-12-18,12:25,18,25,2019-12-18 12:25,TRUE
6422,6422,I192042657,3115,Investigate Person,INVESTIGATE PERSON,B2,281,,2019-06-06 13:44,2019,6,Thursday,13,Part Three,WARREN AVE,42.34453911,-71.0735877,"(42.34453911, -71.07358770)",2019-06-06,13:44,6,44,2019-06-06 13:44,TRUE
6506,6506,I192063344,3301,Verbal Disputes,VERBAL DISPUTE,D4,624,,2019-08-13 10:22,2019,8,Tuesday,10,Part Three,BOYLSTON ST,42.34456196,-71.09781939,"(42.34456196, -71.09781939)",2019-08-13,10:22,13,22,2019-08-13 10:22,TRUE
6507,6507,I192063344,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,624,,2019-08-13 10:22,2019,8,Tuesday,10,Part Two,BOYLSTON ST,42.34456196,-71.09781939,"(42.34456196, -71.09781939)",2019-08-13,10:22,13,22,2019-08-13 10:22,TRUE
6519,6519,192087548,3410,,TOWED MOTOR VEHICLE,D14, ,0,2019-10-29 11:13,2019,10,Tuesday,11,,,42.344617,-71.139035,"(42.34461700, -71.13903500)",2019-10-29,11:13,29,13,2019-10-29 11:13,TRUE
6522,6522,I192064381,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,207,,2019-08-15 12:50,2019,8,Thursday,12,Part Three,DRY DOCK AVE,42.34465296,-71.03801917,"(42.34465296, -71.03801917)",2019-08-15,12:50,15,50,2019-08-15 12:50,TRUE
6566,6566,I192055913,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D4,145,,2019-07-19 13:47,2019,7,Friday,13,Part Three,HUNTINGTON AVE,42.34481182,-71.08234324,"(42.34481182, -71.08234324)",2019-07-19,13:47,19,47,2019-07-19 13:47,TRUE
6567,6567,I192055672,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,145,,2019-07-19 12:00,2019,7,Friday,12,Part One,HUNTINGTON AVE,42.34481182,-71.08234324,"(42.34481182, -71.08234324)",2019-07-19,12:00,19,0,2019-07-19 12:00,TRUE
6574,6574,I192015185,3115,Investigate Person,INVESTIGATE PERSON,D4,145,,2019-02-27 12:00,2019,2,Wednesday,12,Part Three,HUNTINGTON AVE,42.34481182,-71.08234324,"(42.34481182, -71.08234324)",2019-02-27,12:00,27,0,2019-02-27 12:00,TRUE
6786,6786,192097105,3201,,PROPERTY - LOST/ MISSING,D4,162,0,2019-11-27 10:00,2019,11,Wednesday,10,,HARRISON AVE,42.344967,-71.063822,"(42.34496700, -71.06382200)",2019-11-27,10:00,27,0,2019-11-27 10:00,TRUE
6843,6843,I192049847,613,Larceny,LARCENY SHOPLIFTING,D4,162,,2019-06-30 10:45,2019,6,Sunday,10,Part One,HARRISON AVE,42.34496729,-71.06382224,"(42.34496729, -71.06382224)",2019-06-30,10:45,30,45,2019-06-30 10:45,TRUE
6844,6844,I192049534,3207,Property Found,PROPERTY - FOUND,D4,162,,2019-06-29 9:07,2019,6,Saturday,9,Part Three,HARRISON AVE,42.34496729,-71.06382224,"(42.34496729, -71.06382224)",2019-06-29,9:07,29,7,2019-06-29 9:07,TRUE
6845,6845,I192049529,613,Larceny,LARCENY SHOPLIFTING,D4,162,,2019-06-29 9:00,2019,6,Saturday,9,Part One,HARRISON AVE,42.34496729,-71.06382224,"(42.34496729, -71.06382224)",2019-06-29,9:00,29,0,2019-06-29 9:00,TRUE
6901,6901,192088502,3207,,PROPERTY - FOUND,D4, ,0,2019-11-01 10:26,2019,11,Friday,10,,,42.344981,-71.06531,"(42.34498100, -71.06531000)",2019-11-01,10:26,1,26,2019-11-01 10:26,TRUE
6944,6944,I192010224,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,146,,2019-02-08 10:53,2019,2,Friday,10,Part Three,SAINT BOTOLPH ST,42.34507147,-71.08057788,"(42.34507147, -71.08057788)",2019-02-08,10:53,8,53,2019-02-08 10:53,TRUE
6947,6947,I192076115,3114,Investigate Property,INVESTIGATE PROPERTY,D4,150,,2019-09-21 13:22,2019,9,Saturday,13,Part Three,CLARENDON ST,42.34507445,-71.07244637,"(42.34507445, -71.07244637)",2019-09-21,13:22,21,22,2019-09-21 13:22,TRUE
6951,6951,I192070427,3410,Towed,TOWED MOTOR VEHICLE,D4,146,,2019-09-03 22:01,2019,9,Tuesday,22,Part Three,FOLLEN ST,42.34508761,-71.07985732,"(42.34508761, -71.07985732)",2019-09-03,22:01,3,1,2019-09-03 22:01,TRUE
7041,7041,I192076202,2647,Other,THREATS TO DO BODILY HARM,C6,210,,2019-09-21 10:00,2019,9,Saturday,10,Part Two,FARGO ST,42.3452765,-71.0425875,"(42.34527650, -71.04258750)",2019-09-21,10:00,21,0,2019-09-21 10:00,TRUE
7043,7043,I192045337,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,C6,210,,2019-06-15 9:18,2019,6,Saturday,9,Part Three,FARGO ST,42.3452765,-71.0425875,"(42.34527650, -71.04258750)",2019-06-15,9:18,15,18,2019-06-15 9:18,TRUE
7079,7079,I192074138,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,144,,2019-09-11 20:00,2019,9,Wednesday,20,Part One,CLEARWAY ST,42.34532801,-71.08406158,"(42.34532801, -71.08406158)",2019-09-11,20:00,11,0,2019-09-11 20:00,TRUE
7104,7104,I192064409,2610,Other,TRESPASSING,D4,144,,2019-08-16 14:00,2019,8,Friday,14,Part Two,DALTON ST,42.34541465,-71.08411569,"(42.34541465, -71.08411569)",2019-08-16,14:00,16,0,2019-08-16 14:00,TRUE
7136,7136,I192038840,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,D4,151,,2019-05-24 10:18,2019,5,Friday,10,Part Two,BERKELEY ST,42.34544315,-71.0702267,"(42.34544315, -71.07022670)",2019-05-24,10:18,24,18,2019-05-24 10:18,TRUE
7137,7137,I192038840,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,D4,151,,2019-05-24 10:18,2019,5,Friday,10,Part Two,BERKELEY ST,42.34544315,-71.0702267,"(42.34544315, -71.07022670)",2019-05-24,10:18,24,18,2019-05-24 10:18,TRUE
7141,7141,I192018140,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D4,624,,2019-01-28 0:00,2019,1,Monday,0,Part Two,BOYLSTON ST,42.3454472,-71.09459824,"(42.34544720, -71.09459824)",2019-01-28,0:00,28,0,2019-01-28 0:00,TRUE
7173,7173,I192024256,1402,Vandalism,VANDALISM,D4,151,,2019-03-13 14:00,2019,3,Wednesday,14,Part Two,GRAY ST,42.34556708,-71.07147876,"(42.34556708, -71.07147876)",2019-03-13,14:00,13,0,2019-03-13 14:00,TRUE
7222,7222,I192078088,616,Larceny,LARCENY THEFT OF BICYCLE,D4,144,,2019-09-27 13:04,2019,9,Friday,13,Part One,BELVIDERE ST,42.34568199,-71.08231884,"(42.34568199, -71.08231884)",2019-09-27,13:04,27,4,2019-09-27 13:04,TRUE
7269,7269,I192032449,3201,Property Lost,PROPERTY - LOST,D4,144,,2019-04-27 8:42,2019,4,Saturday,8,Part Three,SAINT GERMAIN ST,42.34571916,-71.08562464,"(42.34571916, -71.08562464)",2019-04-27,8:42,27,42,2019-04-27 8:42,TRUE
7275,7275,I192011733,3410,Towed,TOWED MOTOR VEHICLE,D4,144,,2019-02-14 8:49,2019,2,Thursday,8,Part Three,SAINT GERMAIN ST,42.34571916,-71.08562464,"(42.34571916, -71.08562464)",2019-02-14,8:49,14,49,2019-02-14 8:49,TRUE
7298,7298,192086158,3114,,INVESTIGATE PROPERTY,D4,144,0,2019-10-24 11:33,2019,10,Thursday,11,,DALTON ST,42.345778,-71.084295,"(42.34577800, -71.08429500)",2019-10-24,11:33,24,33,2019-10-24 11:33,TRUE
7311,7311,I192049119,3201,Property Lost,PROPERTY - LOST,D4,143,,2019-06-27 11:00,2019,6,Thursday,11,Part Three,DALTON ST,42.3457782,-71.08429595,"(42.34577820, -71.08429595)",2019-06-27,11:00,27,0,2019-06-27 11:00,TRUE
7312,7312,I192048111,801,Simple Assault,ASSAULT - SIMPLE,D4,144,,2019-06-24 18:10,2019,6,Monday,18,Part Two,DALTON ST,42.3457782,-71.08429595,"(42.34577820, -71.08429595)",2019-06-24,18:10,24,10,2019-06-24 18:10,TRUE
7316,7316,I192041789,1201,Embezzlement,EMBEZZLEMENT,D4,143,,2019-06-03 18:26,2019,6,Monday,18,Part Two,DALTON ST,42.3457782,-71.08429595,"(42.34577820, -71.08429595)",2019-06-03,18:26,3,26,2019-06-03 18:26,TRUE
7317,7317,I192038686,617,Larceny,LARCENY THEFT FROM BUILDING,D4,143,,2019-05-23 16:45,2019,5,Thursday,16,Part One,DALTON ST,42.3457782,-71.08429595,"(42.34577820, -71.08429595)",2019-05-23,16:45,23,45,2019-05-23 16:45,TRUE
7318,7318,I192036306,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,143,,2019-05-16 0:55,2019,5,Thursday,0,Part Two,DALTON ST,42.3457782,-71.08429595,"(42.34577820, -71.08429595)",2019-05-16,0:55,16,55,2019-05-16 0:55,TRUE
7319,7319,I192034209,619,Larceny,LARCENY ALL OTHERS,D4,143,,2019-05-08 20:20,2019,5,Wednesday,20,Part One,DALTON ST,42.3457782,-71.08429595,"(42.34577820, -71.08429595)",2019-05-08,20:20,8,20,2019-05-08 20:20,TRUE
7320,7320,I192031431,2610,Other,TRESPASSING,D4,143,,2019-04-29 7:49,2019,4,Monday,7,Part Two,DALTON ST,42.3457782,-71.08429595,"(42.34577820, -71.08429595)",2019-04-29,7:49,29,49,2019-04-29 7:49,TRUE
7325,7325,I192021196,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,143,,2019-03-22 13:52,2019,3,Friday,13,Part Two,DALTON ST,42.3457782,-71.08429595,"(42.34577820, -71.08429595)",2019-03-22,13:52,22,52,2019-03-22 13:52,TRUE
7327,7327,I192018976,3207,Property Found,PROPERTY - FOUND,D4,143,,2019-03-14 16:02,2019,3,Thursday,16,Part Three,DALTON ST,42.3457782,-71.08429595,"(42.34577820, -71.08429595)",2019-03-14,16:02,14,2,2019-03-14 16:02,TRUE
7336,7336,I192006074,617,Larceny,LARCENY THEFT FROM BUILDING,D4,143,,2019-01-23 15:30,2019,1,Wednesday,15,Part One,DALTON ST,42.3457782,-71.08429595,"(42.34577820, -71.08429595)",2019-01-23,15:30,23,30,2019-01-23 15:30,TRUE
7337,7337,I192001044,3115,Investigate Person,INVESTIGATE PERSON,D4,143,,2019-01-04 15:15,2019,1,Friday,15,Part Three,DALTON ST,42.3457782,-71.08429595,"(42.34577820, -71.08429595)",2019-01-04,15:15,4,15,2019-01-04 15:15,TRUE
7339,7339,192095689,801,,ASSAULT - SIMPLE,D4,143,0,2019-11-26 10:42,2019,11,Tuesday,10,,BELVIDERE ST,42.345785,-71.082294,"(42.34578500, -71.08229400)",2019-11-26,10:42,26,42,2019-11-26 10:42,TRUE
7343,7343,I192047896,3114,Investigate Property,INVESTIGATE PROPERTY,D4,143,,2019-06-24 10:03,2019,6,Monday,10,Part Three,BELVIDERE ST,42.34578542,-71.08229419,"(42.34578542, -71.08229419)",2019-06-24,10:03,24,3,2019-06-24 10:03,TRUE
7410,7410,192099139,617,,LARCENY THEFT FROM BUILDING,D4,146,0,2019-11-27 12:00,2019,11,Wednesday,12,,HUNTINGTON AVE,42.345856,-71.080995,"(42.34585600, -71.08099500)",2019-11-27,12:00,27,0,2019-11-27 12:00,TRUE
7415,7415,I192054671,616,Larceny,LARCENY THEFT OF BICYCLE,D4,146,,2019-07-13 11:45,2019,7,Saturday,11,Part One,HUNTINGTON AVE,42.34585625,-71.08099529,"(42.34585625, -71.08099529)",2019-07-13,11:45,13,45,2019-07-13 11:45,TRUE
7416,7416,I192053384,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,146,,2019-07-11 12:30,2019,7,Thursday,12,Part Three,HUNTINGTON AVE,42.34585625,-71.08099529,"(42.34585625, -71.08099529)",2019-07-11,12:30,11,30,2019-07-11 12:30,TRUE
7417,7417,I192052259,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,146,,2019-07-08 12:22,2019,7,Monday,12,Part Three,HUNTINGTON AVE,42.34585625,-71.08099529,"(42.34585625, -71.08099529)",2019-07-08,12:22,8,22,2019-07-08 12:22,TRUE
7426,7426,I192078016,1001,Counterfeiting,FORGERY / COUNTERFEITING,D4,143,,2019-09-27 9:28,2019,9,Friday,9,Part Two,BELVIDERE ST,42.3458677,-71.08318913,"(42.34586770, -71.08318913)",2019-09-27,9:28,27,28,2019-09-27 9:28,TRUE
7460,7460,I192018068,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,620,,2019-03-11 11:56,2019,3,Monday,11,Part Two,HEMENWAY ST,42.34587157,-71.08938851,"(42.34587157, -71.08938851)",2019-03-11,11:56,11,56,2019-03-11 11:56,TRUE
7461,7461,I192018068,3125,Warrant Arrests,WARRANT ARREST,D4,620,,2019-03-11 11:56,2019,3,Monday,11,Part Three,HEMENWAY ST,42.34587157,-71.08938851,"(42.34587157, -71.08938851)",2019-03-11,11:56,11,56,2019-03-11 11:56,TRUE
7462,7462,I192018068,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D4,620,,2019-03-11 11:56,2019,3,Monday,11,Part Two,HEMENWAY ST,42.34587157,-71.08938851,"(42.34587157, -71.08938851)",2019-03-11,11:56,11,56,2019-03-11 11:56,TRUE
7463,7463,I192018068,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,D4,620,,2019-03-11 11:56,2019,3,Monday,11,Part Two,HEMENWAY ST,42.34587157,-71.08938851,"(42.34587157, -71.08938851)",2019-03-11,11:56,11,56,2019-03-11 11:56,TRUE
7464,7464,I192018068,3115,Investigate Person,INVESTIGATE PERSON,D4,620,,2019-03-11 11:56,2019,3,Monday,11,Part Three,HEMENWAY ST,42.34587157,-71.08938851,"(42.34587157, -71.08938851)",2019-03-11,11:56,11,56,2019-03-11 11:56,TRUE
7465,7465,I192018068,2610,Other,TRESPASSING,D4,620,,2019-03-11 11:56,2019,3,Monday,11,Part Two,HEMENWAY ST,42.34587157,-71.08938851,"(42.34587157, -71.08938851)",2019-03-11,11:56,11,56,2019-03-11 11:56,TRUE
7466,7466,I192018135,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D4,620,,2019-03-11 11:45,2019,3,Monday,11,Part Two,HEMENWAY ST,42.34587157,-71.08938851,"(42.34587157, -71.08938851)",2019-03-11,11:45,11,45,2019-03-11 11:45,TRUE
7472,7472,I192013284,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,D4,620,,2019-02-20 17:19,2019,2,Wednesday,17,Part Three,HEMENWAY ST,42.34587157,-71.08938851,"(42.34587157, -71.08938851)",2019-02-20,17:19,20,19,2019-02-20 17:19,TRUE
7535,7535,I192023439,3301,Verbal Disputes,VERBAL DISPUTE,D4,161,,2019-03-30 14:27,2019,3,Saturday,14,Part Three,TREMONT ST,42.345903,-71.06946322,"(42.34590300, -71.06946322)",2019-03-30,14:27,30,27,2019-03-30 14:27,TRUE
7537,7537,I192015051,3301,Verbal Disputes,VERBAL DISPUTE,D4,161,,2019-02-27 9:39,2019,2,Wednesday,9,Part Three,TREMONT ST,42.345903,-71.06946322,"(42.34590300, -71.06946322)",2019-02-27,9:39,27,39,2019-02-27 9:39,TRUE
7546,7546,I192045409,3410,Towed,TOWED MOTOR VEHICLE,D14,792,,2019-06-15 12:20,2019,6,Saturday,12,Part Three,VINAL ST,42.34591175,-71.13842377,"(42.34591175, -71.13842377)",2019-06-15,12:20,15,20,2019-06-15 12:20,TRUE
7549,7549,I192011980,3410,Towed,TOWED MOTOR VEHICLE,D4,628,,2019-02-15 9:30,2019,2,Friday,9,Part Three,BURLINGTON AVE,42.34591241,-71.10110117,"(42.34591241, -71.10110117)",2019-02-15,9:30,15,30,2019-02-15 9:30,TRUE
7551,7551,192097621,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D4,162,0,2019-12-04 9:52,2019,12,Wednesday,9,,,42.345943,-71.061286,"(42.34594300, -71.06128600)",2019-12-04,9:52,4,52,2019-12-04 9:52,TRUE
7560,7560,I192024481,3410,Towed,TOWED MOTOR VEHICLE,D4,151,,2019-04-03 10:10,2019,4,Wednesday,10,Part Three,APPLETON ST,42.34596339,-71.07166712,"(42.34596339, -71.07166712)",2019-04-03,10:10,3,10,2019-04-03 10:10,TRUE
7568,7568,I192001026,616,Larceny,LARCENY THEFT OF BICYCLE,D4,144,,2019-01-04 7:00,2019,1,Friday,7,Part One,BELVIDERE ST,42.34597769,-71.08392801,"(42.34597769, -71.08392801)",2019-01-04,7:00,4,0,2019-01-04 7:00,TRUE
7640,7640,I192008352,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D4,627,,2019-02-01 11:51,2019,2,Friday,11,Part Three,BROOKLINE AVE,42.34602519,-71.09977248,"(42.34602519, -71.09977248)",2019-02-01,11:51,1,51,2019-02-01 11:51,TRUE
7653,7653,I192043530,3201,Property Lost,PROPERTY - LOST,D4,151,,2019-06-06 8:30,2019,6,Thursday,8,Part Three,BERKELEY ST,42.3460551,-71.07050669,"(42.34605510, -71.07050669)",2019-06-06,8:30,6,30,2019-06-06 8:30,TRUE
7654,7654,I192038125,3001,Medical Assistance,DEATH INVESTIGATION,D4,151,,2019-05-22 10:44,2019,5,Wednesday,10,Part Three,BERKELEY ST,42.3460551,-71.07050669,"(42.34605510, -71.07050669)",2019-05-22,10:44,22,44,2019-05-22 10:44,TRUE
7775,7775,I192009987,616,Larceny,LARCENY THEFT OF BICYCLE,D4,620,,2019-02-07 14:15,2019,2,Thursday,14,Part One,MASSACHUSETTS AVE,42.34621459,-71.08721196,"(42.34621459, -71.08721196)",2019-02-07,14:15,7,15,2019-02-07 14:15,TRUE
7778,7778,I192006394,3115,Investigate Person,INVESTIGATE PERSON,D4,620,,2019-01-24 20:38,2019,1,Thursday,20,Part Three,MASSACHUSETTS AVE,42.34621459,-71.08721196,"(42.34621459, -71.08721196)",2019-01-24,20:38,24,38,2019-01-24 20:38,TRUE
7806,7806,I192034079,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,D4,151,,2019-05-08 14:30,2019,5,Wednesday,14,Part Three,APPLETON ST,42.34624718,-71.07059624,"(42.34624718, -71.07059624)",2019-05-08,14:30,8,30,2019-05-08 14:30,TRUE
7842,7842,I192077329,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,598,,2019-09-16 15:00,2019,9,Monday,15,Part One,DALTON ST,42.34634313,-71.08482013,"(42.34634313, -71.08482013)",2019-09-16,15:00,16,0,2019-09-16 15:00,TRUE
7850,7850,I192039039,3208,Property Lost,PROPERTY - MISSING,D4,598,,2019-05-24 18:00,2019,5,Friday,18,Part Three,DALTON ST,42.34634313,-71.08482013,"(42.34634313, -71.08482013)",2019-05-24,18:00,24,0,2019-05-24 18:00,TRUE
7853,7853,I192037579,617,Larceny,LARCENY THEFT FROM BUILDING,D4,598,,2019-05-12 0:01,2019,5,Sunday,0,Part One,DALTON ST,42.34634313,-71.08482013,"(42.34634313, -71.08482013)",2019-05-12,0:01,12,1,2019-05-12 0:01,TRUE
7857,7857,I192026188,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,D4,598,,2019-04-09 16:16,2019,4,Tuesday,16,Part Two,DALTON ST,42.34634313,-71.08482013,"(42.34634313, -71.08482013)",2019-04-09,16:16,9,16,2019-04-09 16:16,TRUE
7864,7864,I192006979,801,Simple Assault,ASSAULT - SIMPLE,D4,598,,2019-01-26 10:00,2019,1,Saturday,10,Part Two,DALTON ST,42.34634313,-71.08482013,"(42.34634313, -71.08482013)",2019-01-26,10:00,26,0,2019-01-26 10:00,TRUE
7960,7960,I192037780,1109,Fraud,FRAUD - WIRE,D4,151,,2019-04-12 12:00,2019,4,Friday,12,Part Two,APPLETON ST,42.3464515,-71.06986052,"(42.34645150, -71.06986052)",2019-04-12,12:00,12,0,2019-04-12 12:00,TRUE
7969,7969,I192069334,3201,Property Lost,PROPERTY - LOST,D4,151,,2019-08-28 13:00,2019,8,Wednesday,13,Part Three,BERKELEY ST,42.34646505,-71.07070436,"(42.34646505, -71.07070436)",2019-08-28,13:00,28,0,2019-08-28 13:00,TRUE
7971,7971,I192046169,2905,Violations,VAL - OPERATING WITHOUT LICENSE,D4,151,,2019-06-18 10:05,2019,6,Tuesday,10,Part Two,BERKELEY ST,42.34646505,-71.07070436,"(42.34646505, -71.07070436)",2019-06-18,10:05,18,5,2019-06-18 10:05,TRUE
7978,7978,I192039856,1402,Vandalism,VANDALISM,D4,162,,2019-05-24 10:00,2019,5,Friday,10,Part Two,PAUL PL,42.3464659,-71.06599595,"(42.34646590, -71.06599595)",2019-05-24,10:00,24,0,2019-05-24 10:00,TRUE
8121,8121,I192011467,3625,Other,DANGEROUS OR HAZARDOUS CONDITION,D4,624,,2019-02-13 9:55,2019,2,Wednesday,9,Part Three,IPSWICH ST,42.34660366,-71.09497996,"(42.34660366, -71.09497996)",2019-02-13,9:55,13,55,2019-02-13 9:55,TRUE
8137,8137,I192011251,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D4,598,,2019-02-12 11:27,2019,2,Tuesday,11,Part Three,HAVILAND ST,42.34662361,-71.08740594,"(42.34662361, -71.08740594)",2019-02-12,11:27,12,27,2019-02-12 11:27,TRUE
8267,8267,I192075014,3410,Towed,TOWED MOTOR VEHICLE,D4,150,,2019-09-18 10:24,2019,9,Wednesday,10,Part Three,CLARENDON ST,42.3467947,-71.07329384,"(42.34679470, -71.07329384)",2019-09-18,10:24,18,24,2019-09-18 10:24,TRUE
8275,8275,I192022601,3410,Towed,TOWED MOTOR VEHICLE,D4, ,,2019-03-27 22:55,2019,3,Wednesday,22,Part Three,,42.34682191,-71.09893411,"(42.34682191, -71.09893411)",2019-03-27,22:55,27,55,2019-03-27 22:55,TRUE
8463,8463,I192010692,617,Larceny,LARCENY THEFT FROM BUILDING,D4,598,,2019-02-09 17:09,2019,2,Saturday,17,Part One,DALTON ST,42.3470248,-71.08516365,"(42.34702480, -71.08516365)",2019-02-09,17:09,9,9,2019-02-09 17:09,TRUE
8467,8467,I192074702,3207,Property Found,PROPERTY - FOUND,D14,772,,2019-09-17 9:00,2019,9,Tuesday,9,Part Three,FOSTER TER,42.34702849,-71.15758585,"(42.34702849, -71.15758585)",2019-09-17,9:00,17,0,2019-09-17 9:00,TRUE
8469,8469,I192035758,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",D4,630,,2019-05-14 11:54,2019,5,Tuesday,11,Part Three,BEACON ST,42.34705292,-71.1037307,"(42.34705292, -71.10373070)",2019-05-14,11:54,14,54,2019-05-14 11:54,TRUE
8495,8495,192104946,3115,,INVESTIGATE PERSON,D4,620,0,2019-12-31 9:53,2019,12,Tuesday,9,,BOYLSTON ST,42.347101,-71.088417,"(42.34710100, -71.08841700)",2019-12-31,9:53,31,53,2019-12-31 9:53,TRUE
8506,8506,I192068773,619,Larceny,LARCENY ALL OTHERS,D4,620,,2019-08-27 0:00,2019,8,Tuesday,0,Part One,BOYLSTON ST,42.34710196,-71.08841746,"(42.34710196, -71.08841746)",2019-08-27,0:00,27,0,2019-08-27 0:00,TRUE
8523,8523,I192024145,3208,Property Lost,PROPERTY - MISSING,D4,620,,2019-04-01 23:00,2019,4,Monday,23,Part Three,BOYLSTON ST,42.34710196,-71.08841746,"(42.34710196, -71.08841746)",2019-04-01,23:00,1,0,2019-04-01 23:00,TRUE
8529,8529,I192013848,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,D4,620,,2019-02-08 15:00,2019,2,Friday,15,Part Two,BOYLSTON ST,42.34710196,-71.08841746,"(42.34710196, -71.08841746)",2019-02-08,15:00,8,0,2019-02-08 15:00,TRUE
8664,8664,I192071345,3115,Investigate Person,INVESTIGATE PERSON,D4,624,,2019-09-06 10:22,2019,9,Friday,10,Part Three,IPSWICH ST,42.34717651,-71.09433704,"(42.34717651, -71.09433704)",2019-09-06,10:22,6,22,2019-09-06 10:22,TRUE
8688,8688,I192012007,3410,Towed,TOWED MOTOR VEHICLE,C6,205,,2019-02-15 11:58,2019,2,Friday,11,Part Three,A ST,42.34724763,-71.05089447,"(42.34724763, -71.05089447)",2019-02-15,11:58,15,58,2019-02-15 11:58,TRUE
8714,8714,I192030345,3810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING  BICYCLE - INJURY,D4, ,,2019-04-25 9:01,2019,4,Thursday,9,Part Three,,42.34729751,-71.08773575,"(42.34729751, -71.08773575)",2019-04-25,9:01,25,1,2019-04-25 9:01,TRUE
8716,8716,I192023244,3125,Warrant Arrests,WARRANT ARREST,D4, ,,2019-03-29 21:41,2019,3,Friday,21,Part Three,,42.34729751,-71.08773575,"(42.34729751, -71.08773575)",2019-03-29,21:41,29,41,2019-03-29 21:41,TRUE
8912,8912,192081594,3410,,TOWED MOTOR VEHICLE,D4,149,0,2019-10-08 19:45,2019,10,Tuesday,19,,DARTMOUTH ST,42.347622,-71.076067,"(42.34762200, -71.07606700)",2019-10-08,19:45,8,45,2019-10-08 19:45,TRUE
8914,8914,192080091,3410,,TOWED MOTOR VEHICLE,D4,149,0,2019-10-03 20:32,2019,10,Thursday,20,,DARTMOUTH ST,42.347622,-71.076067,"(42.34762200, -71.07606700)",2019-10-03,20:32,3,32,2019-10-03 20:32,TRUE
