Customer_No,Customer_Name,Street,Start_date
2838,"MORIARTY, JOHN & ASSOC",CAUSEWAY ST,2019-03-06
6040,Feeney Bros Excavation,ENDICOTT ST,2019-03-06
9099,WL FRENCH EXCAVATING CORP,SUMNER ST,2019-03-06
2602,TISHMAN CONSTRUCTION CORP,LOMASNEY WY,2019-03-06
6040,Feeney Bros Excavation,HUMPHREYS ST,2019-03-06
97297,EVERSOURCE ELECTRIC,JOHNSTON RD,2019-03-06
416,VERIZON,GUILD ST,2019-03-06
99310,ESI ADVANCED WIRELESS NETWORKS,HANOVER ST,2019-03-06
105062,DEKON LP,HICHBORN ST,2019-03-06
2866,TG O'CONNOR CONTRACTING CO,HUNTINGTON AV,2019-03-06
6040,Feeney Bros Excavation,MT VERNON ST,2019-03-06
102259,RELATED BEAL,HARRISON AV,2019-03-06
2609,Advanced Construction Co,NEWBURY ST,2019-03-06
2590,SUFFOLK CONSTRUCTION,E DEDHAM ST,2019-03-06
97297,EVERSOURCE ELECTRIC,COMMONWEALTH AV,2019-03-06
6040,Feeney Bros Excavation,VERMONT ST,2019-03-06
55,Boston Water & Sewer Commission,COLBORNE RD,2019-03-06
6040,Feeney Bros Excavation,CAMBRIDGE ST,2019-03-06
2590,SUFFOLK CONSTRUCTION,DALTON ST,2019-03-06
6040,Feeney Bros Excavation,BERKELEY ST,2019-03-06
6040,Feeney Bros Excavation,BAY STATE RD,2019-03-06
381,Lee Kennedy Co,OCONNELL WY,2019-03-06
416,VERIZON,BERKELEY ST,2019-03-06
416,VERIZON,HUNTINGTON AV,2019-03-06
99163,BPD - BOSTON POLICE DEPARTMENT - B.F.S.,SCHROEDER PLAZA,2019-03-06
396,National Grid,WAVERLY ST,2019-03-06
30288,Cranshaw Construction,WAVERLY ST,2019-03-06
55,Boston Water & Sewer Commission,BURBANK ST,2019-03-06
6040,Feeney Bros Excavation,MARLBOROUGH ST,2019-03-06
388,TURNER CONSTRUCTION CO,WESTERN AV,2019-03-06
6040,Feeney Bros Excavation,GOODENOUGH ST,2019-03-06
97297,EVERSOURCE ELECTRIC,HARVARD AV,2019-03-06
384,SHAWMUT DESIGN & CONSTRUCTION,E NEWTON ST,2019-03-06
416,VERIZON,WASHINGTON ST,2019-03-06
55,Boston Water & Sewer Commission,DUNBOY ST,2019-03-06
97297,EVERSOURCE ELECTRIC,PARSONS ST,2019-03-06
97297,EVERSOURCE ELECTRIC,WESTERN AV,2019-03-06
6040,Feeney Bros Excavation,COMMONWEALTH AV,2019-03-06
416,VERIZON,MARKET ST,2019-03-06
97297,EVERSOURCE ELECTRIC,MANSFIELD ST,2019-03-06
30288,Cranshaw Construction,COMMONWEALTH AV,2019-03-06
2838,"MORIARTY, JOHN & ASSOC",BEACON ST,2019-03-06
6040,Feeney Bros Excavation,S HUNTINGTON AV,2019-03-06
7389,MIRRA COMPANY INCORPORATED,LINCOLN ST,2019-03-06
416,VERIZON,BENNINGTON ST,2019-03-06
396,National Grid,BLUE HILL AV,2019-03-06
396,National Grid,W BROADWAY,2019-03-06
29936,VIGIL ELECTRIC COMPANY,BLUE HILL AV,2019-03-06
100008,MIDWAY UTILITY CONTRACTORS LLC,SHAWMUT AV,2019-03-06
396,National Grid,LINDEN ST,2019-03-06
24879,MARR CRANE & RIGGING CO,BROOKLINE AV,2019-03-06
7325,Consigli Construction Co Inc,CONGRESS ST,2019-03-06
416,VERIZON,BORDER ST,2019-03-06
416,VERIZON,E EAGLE ST,2019-03-06
6040,Feeney Bros Excavation,MERIDIAN ST,2019-03-06
6783,PERFORMANCE BLDG CO,BEACON ST,2019-03-06
40878,COMMODORE BUILDERS,AMORY ST,2019-03-06
2873,JF WHITE CONTRACTING CO,N WASHINGTON ST,2019-03-06
6040,Feeney Bros Excavation,WASHINGTON ST,2019-03-06
6040,Feeney Bros Excavation,ADAMS ST,2019-03-06
8352,RCN,ARLINGTON ST,2019-03-06
95347,VEOLIA ENERGY,SUMMER ST,2019-03-06
6040,Feeney Bros Excavation,MCBRIDE ST,2019-03-06
95347,VEOLIA ENERGY,BLOSSOM ST,2019-03-06
416,VERIZON,BELGRADE AV,2019-03-06
97297,EVERSOURCE ELECTRIC,BLUE HILL AV,2019-03-06
6040,Feeney Bros Excavation,NIGHTINGALE ST,2019-03-06
6040,Feeney Bros Excavation,CUMMINS HY,2019-03-06
98850,RILEY BROTHERS INC,JOHNSTON RD,2019-03-06
6040,Feeney Bros Excavation,BLUE HILL AV,2019-03-06
6040,Feeney Bros Excavation,MONTROSE ST,2019-03-06
97297,EVERSOURCE ELECTRIC,DENNIS ST,2019-03-06
416,VERIZON,ALEXANDER ST,2019-03-06
6040,Feeney Bros Excavation,NORFOLK AV,2019-03-06
41853,"Phoenix Communications, Inc.",BLOSSOM ST,2019-03-06
416,VERIZON,SARATOGA ST,2019-03-06
416,VERIZON,BROOKLINE AV,2019-03-06
396,National Grid,FORSYTH ST,2019-03-06
41853,"Phoenix Communications, Inc.",W 2ND ST,2019-03-06
97297,EVERSOURCE ELECTRIC,SEAPORT BL,2019-03-06
19245,Maverick Construction,W BROADWAY,2019-03-06
388,TURNER CONSTRUCTION CO,FAN PIER BLVD,2019-03-06
5544,BILT RITE CONSTRUCTION,OCONNOR WY,2019-03-06
2838,"MORIARTY, JOHN & ASSOC",SEAPORT BL,2019-03-06
71873,"MCDEVITT,PATRICK - MCDEVITT LLC",SILVER ST,2019-03-06
381,Lee Kennedy Co,ENTERPRISE ST,2019-03-06
2669,McCourt Construction Co,SUMMER ST,2019-03-06
20137,BOSTON PROPERTY DEVELOPMENT,W BROADWAY,2019-03-06
396,National Grid,NORWOOD ST,2019-03-06
21133,D'Allessandro Corp,POPES HILL ST,2019-03-06
7325,Consigli Construction Co Inc,W BROADWAY,2019-03-06
5660,COMCAST,DRAPER ST,2019-03-06
104322,TOCCI BUILDING CO,BORDER ST,2019-03-06
2687,LENDLEASE,LEWIS ST,2019-03-06
396,National Grid,CUMMINS HY,2019-03-06
68,MASSACHUSETTS WATER RESOURCE AUTHORITY,AMERICAN LEGION HY,2019-03-06
8641,EVERSOURCE GAS,AMERICAN LEGION HY,2019-03-06
5940,DIMEO CONSTRUCTION,WASHINGTON ST,2019-03-06
396,National Grid,CENTRE ST,2019-03-06
8641,EVERSOURCE GAS,BEACON ST,2019-03-06
8641,EVERSOURCE GAS,CLARE AV,2019-03-06
8641,EVERSOURCE GAS,NEW BEDFORD ST,2019-03-06
60051,SELECT DEMOLITION SERVICES LLC,VALLAR RD,2019-03-06
6040,Feeney Bros Excavation,WAREHAM ST,2019-03-06
100303,MAYER TREE SERVICE,BUSSEY ST,2019-03-06
396,National Grid,KNEELAND ST,2019-03-06
20787,"BOTTI, JOSEPH CO. INC",LORRAINE TR,2019-03-06
6040,Feeney Bros Excavation,DUNREATH ST,2019-03-06
6040,Feeney Bros Excavation,A ST,2019-03-06
41853,"Phoenix Communications, Inc.",E ST,2019-03-06
381,Lee Kennedy Co,IPSWICH ST,2019-03-06
6795,PHOENIX BAY STATE CONSTRUCTION,W 2ND ST,2019-03-06
99180,SHEERIN CONSTRUCTION,AMORY ST,2019-03-06
95235,"WAVEGUIDE, INC",BERKELEY ST,2019-03-06
97297,EVERSOURCE ELECTRIC,WOODBINE ST,2019-03-06
6040,Feeney Bros Excavation,DUDLEY ST,2019-03-06
2590,SUFFOLK CONSTRUCTION,BLACKSTONE ST,2019-03-06
24879,MARR CRANE & RIGGING CO,W 3RD ST,2019-03-06
88630,DELLBROOK CONSTRUCTION LLC,BROOK MARSHALL RD,2019-03-06
99180,SHEERIN CONSTRUCTION,ATLANTIC AV,2019-03-06
46080,KEASH EXCAVATING INC,EVERETT AV,2019-03-06
98850,RILEY BROTHERS INC,W CEDAR ST,2019-03-06
104322,TOCCI BUILDING CO,CAMBRIDGE ST,2019-03-06
107632,SAGE ENGINEERING & CONTRACTING,MERIDIAN ST,2019-03-06
396,National Grid,CAMBRIDGE ST,2019-03-06
396,National Grid,CAPEN ST,2019-03-06
97297,EVERSOURCE ELECTRIC,QUINCY ST,2019-03-06
99090,FELDMAN,HAMPDEN ST,2019-03-06
97881,"DW White Construction, Inc.",SULLIVAN SQ,2019-03-06
96982,New England Electrical Contracting Corp,HUNTINGTON AV,2019-03-06
2838,"MORIARTY, JOHN & ASSOC",COLUMBUS AV,2019-03-06
396,National Grid,E 1ST ST,2019-03-06
381,Lee Kennedy Co,STANIFORD ST,2019-03-06
99180,SHEERIN CONSTRUCTION,DUDLEY ST,2019-03-06
381,Lee Kennedy Co,TREMONT ST,2019-03-06
100303,MAYER TREE SERVICE,SOUTH ST,2019-03-06
16377,GILBANE BUILDING CO,BOYLSTON ST,2019-03-06
416,VERIZON,NEWBURY ST,2019-03-06
97297,EVERSOURCE ELECTRIC,DORCHESTER AV,2019-03-06
97297,EVERSOURCE ELECTRIC,CAMBRIDGE ST,2019-03-06
6040,Feeney Bros Excavation,MORELAND ST,2019-03-06
98849,RAPID FLOW INCORPORATED,MASSACHUSETTS AV,2019-03-06
86399,Holland Construction,W CANTON ST,2019-03-06
99605,ADS ENVIRONMENTAL SERVICES,RUTHERFORD AV,2019-03-06
97297,EVERSOURCE ELECTRIC,CAUSEWAY ST,2019-03-06
90851,SUN PROPERTY GROUP,OLD COLONY AV,2019-03-06
88630,DELLBROOK CONSTRUCTION LLC,SOJOURNER TRUTH CT,2019-03-06
104322,TOCCI BUILDING CO,WAREHAM ST,2019-03-06
106804,815 E 5TH LLC,E 6TH ST,2019-03-06
2669,McCourt Construction Co,SUMMER ST,2019-03-07
2873,JF WHITE CONTRACTING CO,N WASHINGTON ST,2019-03-07
97297,EVERSOURCE ELECTRIC,CAUSEWAY ST,2019-03-07
97297,EVERSOURCE ELECTRIC,BOWKER ST,2019-03-07
2838,"MORIARTY, JOHN & ASSOC",COLUMBUS AV,2019-03-07
396,National Grid,WAVERLY ST,2019-03-07
102259,RELATED BEAL,HARRISON AV,2019-03-07
97297,EVERSOURCE ELECTRIC,BOYLSTON ST,2019-03-07
97297,EVERSOURCE ELECTRIC,MANSFIELD ST,2019-03-07
2838,"MORIARTY, JOHN & ASSOC",BEACON ST,2019-03-07
396,National Grid,LINCOLN ST,2019-03-07
6142,GLANCY CRANE,TRINITY PL,2019-03-07
6040,Feeney Bros Excavation,BAY STATE RD,2019-03-07
6040,Feeney Bros Excavation,MARLBOROUGH ST,2019-03-07
100008,MIDWAY UTILITY CONTRACTORS LLC,SHAWMUT AV,2019-03-07
384,SHAWMUT DESIGN & CONSTRUCTION,E NEWTON ST,2019-03-07
2838,"MORIARTY, JOHN & ASSOC",CAUSEWAY ST,2019-03-07
104322,TOCCI BUILDING CO,WAREHAM ST,2019-03-07
6040,Feeney Bros Excavation,A ST,2019-03-07
2590,SUFFOLK CONSTRUCTION,E DEDHAM ST,2019-03-07
396,National Grid,CENTRE ST,2019-03-07
40878,COMMODORE BUILDERS,AMORY ST,2019-03-07
68,MASSACHUSETTS WATER RESOURCE AUTHORITY,AMERICAN LEGION HY,2019-03-07
30288,Cranshaw Construction,S HUNTINGTON AV,2019-03-07
99089,Lewis Tree Service,POND ST,2019-03-07
97297,EVERSOURCE ELECTRIC,WASHINGTON ST,2019-03-07
6040,Feeney Bros Excavation,WASHINGTON ST,2019-03-07
6040,Feeney Bros Excavation,CENTRE ST,2019-03-07
6040,Feeney Bros Excavation,SPRING ST,2019-03-07
8641,EVERSOURCE GAS,BEACON ST,2019-03-07
6040,Feeney Bros Excavation,HEWLETT ST,2019-03-07
396,National Grid,MAVERICK SQ,2019-03-07
396,National Grid,ATLANTIC AV,2019-03-07
2602,TISHMAN CONSTRUCTION CORP,LOMASNEY WY,2019-03-07
2590,SUFFOLK CONSTRUCTION,BOYLSTON ST,2019-03-07
97297,EVERSOURCE ELECTRIC,HAWLEY ST,2019-03-07
2687,LENDLEASE,CLIPPER SHIP LA,2019-03-07
97297,EVERSOURCE ELECTRIC,COMMERCIAL ST,2019-03-07
7389,MIRRA COMPANY INCORPORATED,BOWDOIN ST,2019-03-07
6040,Feeney Bros Excavation,ENDICOTT ST,2019-03-07
6040,Feeney Bros Excavation,ADAMS ST,2019-03-07
53136,"NEI - NORTHEAST INTERIORS, INC",CABOT ST,2019-03-07
6040,Feeney Bros Excavation,CUMMINS HY,2019-03-07
396,National Grid,BRADSHAW ST,2019-03-07
5660,COMCAST,DALE ST,2019-03-07
6040,Feeney Bros Excavation,NIGHTINGALE ST,2019-03-07
6040,Feeney Bros Excavation,HUMPHREYS ST,2019-03-07
6040,Feeney Bros Excavation,WARREN ST,2019-03-07
396,National Grid,GERARD ST,2019-03-07
6040,Feeney Bros Excavation,MORELAND ST,2019-03-07
6040,Feeney Bros Excavation,DUNREATH ST,2019-03-07
6040,Feeney Bros Excavation,MERIDIAN ST,2019-03-07
55,Boston Water & Sewer Commission,TREMONT ST,2019-03-07
19245,Maverick Construction,COURT SQ,2019-03-07
2602,TISHMAN CONSTRUCTION CORP,NEW SUDBURY ST,2019-03-07
45167,"SPS New England, Inc",ALFORD ST,2019-03-07
2602,TISHMAN CONSTRUCTION CORP,SUDBURY ST,2019-03-07
396,National Grid,KNEELAND ST,2019-03-07
416,VERIZON,STATE ST,2019-03-07
97297,EVERSOURCE ELECTRIC,SALEM ST,2019-03-07
416,VERIZON,SARATOGA ST,2019-03-07
7389,MIRRA COMPANY INCORPORATED,STANIFORD ST,2019-03-07
97297,EVERSOURCE ELECTRIC,HAMMOND ST,2019-03-07
396,National Grid,NEWBURY ST,2019-03-07
6798,Pick Crane Serv,MARLBOROUGH ST,2019-03-07
98850,RILEY BROTHERS INC,COMMONWEALTH AV,2019-03-07
396,National Grid,CAMBRIDGE ST,2019-03-07
388,TURNER CONSTRUCTION CO,WESTERN AV,2019-03-07
97297,EVERSOURCE ELECTRIC,NEWBURY ST,2019-03-07
416,VERIZON,ELMIRA ST,2019-03-07
97297,EVERSOURCE ELECTRIC,CAMBRIDGE ST,2019-03-07
99310,ESI ADVANCED WIRELESS NETWORKS,NEWBURY ST,2019-03-07
7389,MIRRA COMPANY INCORPORATED,COMMONWEALTH AV,2019-03-07
6040,Feeney Bros Excavation,CAMBRIDGE ST,2019-03-07
6040,Feeney Bros Excavation,GOODENOUGH ST,2019-03-07
6040,Feeney Bros Excavation,COMMONWEALTH AV,2019-03-07
6040,Feeney Bros Excavation,BERKELEY ST,2019-03-07
97297,EVERSOURCE ELECTRIC,L ST,2019-03-07
97297,EVERSOURCE ELECTRIC,MT VERNON ST,2019-03-07
20137,BOSTON PROPERTY DEVELOPMENT,W BROADWAY,2019-03-07
2838,"MORIARTY, JOHN & ASSOC",CONGRESS ST,2019-03-07
7389,MIRRA COMPANY INCORPORATED,W 1ST ST,2019-03-07
30288,Cranshaw Construction,COMMONWEALTH AV,2019-03-07
55,Boston Water & Sewer Commission,BEARSE AV,2019-03-07
30288,Cranshaw Construction,WAVERLY ST,2019-03-07
7389,MIRRA COMPANY INCORPORATED,A ST,2019-03-07
6040,Feeney Bros Excavation,DIX ST,2019-03-07
416,VERIZON,W BROADWAY,2019-03-07
19245,Maverick Construction,W BROADWAY,2019-03-07
6040,Feeney Bros Excavation,PARK ST,2019-03-07
2838,"MORIARTY, JOHN & ASSOC",SEAPORT BL,2019-03-07
99163,BPD - BOSTON POLICE DEPARTMENT - B.F.S.,SCHROEDER PLAZA,2019-03-07
90570,ELECCOMM CORP.,COLUMBIA RD,2019-03-07
416,VERIZON,E 8TH ST,2019-03-07
6040,Feeney Bros Excavation,W EIGHTH ST,2019-03-07
2687,LENDLEASE,LEWIS ST,2019-03-07
381,Lee Kennedy Co,LUCY ST,2019-03-07
7325,Consigli Construction Co Inc,W BROADWAY,2019-03-07
396,National Grid,BLUE HILL AV,2019-03-07
104322,TOCCI BUILDING CO,BORDER ST,2019-03-07
416,VERIZON,MCCLELLAN HY,2019-03-07
2590,SUFFOLK CONSTRUCTION,DEVONSHIRE ST,2019-03-07
97297,EVERSOURCE ELECTRIC,JOHNSTON RD,2019-03-07
97297,EVERSOURCE ELECTRIC,DUDLEY ST,2019-03-07
416,VERIZON,E EAGLE ST,2019-03-07
6040,Feeney Bros Excavation,WHITE ST,2019-03-07
107684,ATAINE CONSULTING,ROUTE 1A,2019-03-07
416,VERIZON,BENNINGTON ST,2019-03-07
7325,Consigli Construction Co Inc,CONGRESS ST,2019-03-07
7325,Consigli Construction Co Inc,TEMPLE ST,2019-03-07
98850,RILEY BROTHERS INC,HYDE PARK AV,2019-03-07
8641,EVERSOURCE GAS,NEW BEDFORD ST,2019-03-07
43814,Barletta Engineering Corp,ARBORWAY,2019-03-07
5940,DIMEO CONSTRUCTION,WASHINGTON ST,2019-03-07
8641,EVERSOURCE GAS,FAIRMOUNT AV,2019-03-07
416,VERIZON,AMERICAN LEGION HY,2019-03-07
6040,Feeney Bros Excavation,VERMONT ST,2019-03-07
6040,Feeney Bros Excavation,MCBRIDE ST,2019-03-07
8641,EVERSOURCE GAS,HIGHLAND ST,2019-03-07
416,VERIZON,CENTRE ST,2019-03-07
97297,EVERSOURCE ELECTRIC,RIVER ST,2019-03-07
55,Boston Water & Sewer Commission,JAMAICAWAY CT,2019-03-07
95347,VEOLIA ENERGY,BLOSSOM ST,2019-03-07
16377,GILBANE BUILDING CO,BOYLSTON ST,2019-03-07
98850,RILEY BROTHERS INC,JOHNSTON RD,2019-03-07
388,TURNER CONSTRUCTION CO,E SERVICE RD,2019-03-07
2590,SUFFOLK CONSTRUCTION,SUMMER ST,2019-03-07
71575,"M & X UTILITY COMPANY, INC.",WESTERN AV,2019-03-07
381,Lee Kennedy Co,TREMONT ST,2019-03-07
29936,VIGIL ELECTRIC COMPANY,AMERICAN LEGION HY,2019-03-07
2590,SUFFOLK CONSTRUCTION,DALTON ST,2019-03-07
396,National Grid,W 3RD ST,2019-03-07
90851,SUN PROPERTY GROUP,OLD COLONY AV,2019-03-07
396,National Grid,FORSYTH ST,2019-03-07
29936,VIGIL ELECTRIC COMPANY,BLUE HILL AV,2019-03-07
396,National Grid,WILLOWDEAN AV,2019-03-07
102664,NORTHERN DRILL SERVICE,DORCHESTER AV,2019-03-07
5544,BILT RITE CONSTRUCTION,OCONNOR WY,2019-03-07
6040,Feeney Bros Excavation,DARTMOUTH ST,2019-03-07
71873,"MCDEVITT,PATRICK - MCDEVITT LLC",SILVER ST,2019-03-07
6040,Feeney Bros Excavation,MT VERNON ST,2019-03-07
6040,Feeney Bros Excavation,S HUNTINGTON AV,2019-03-07
103857,PM GALLAGHER INC,E BROADWAY,2019-03-07
392,BOND BROTHERS,WESTERN AV,2019-03-07
21133,D'Allessandro Corp,WESTLAND AV,2019-03-07
6562,METRO EQUIPMENT CORP,BEACON ST,2019-03-07
6040,Feeney Bros Excavation,E 5TH ST,2019-03-07
8641,EVERSOURCE GAS,AMERICAN LEGION HY,2019-03-07
8641,EVERSOURCE GAS,HYDE PARK AV,2019-03-07
88630,DELLBROOK CONSTRUCTION LLC,BROOK MARSHALL RD,2019-03-07
95347,VEOLIA ENERGY,CAUSEWAY ST,2019-03-07
95347,VEOLIA ENERGY,SUMMER ST,2019-03-07
381,Lee Kennedy Co,IPSWICH ST,2019-03-07
99310,ESI ADVANCED WIRELESS NETWORKS,PEARL ST,2019-03-07
97297,EVERSOURCE ELECTRIC,RUGGLES ST,2019-03-07
46080,KEASH EXCAVATING INC,EVERETT AV,2019-03-07
97297,EVERSOURCE ELECTRIC,TREMONT ST,2019-03-07
98187,S & R Construction Co. Inc.,PARIS ST,2019-03-07
416,VERIZON,HAVRE ST,2019-03-07
6040,Feeney Bros Excavation,WAREHAM ST,2019-03-07
381,Lee Kennedy Co,STANIFORD ST,2019-03-07
49476,NATIONAL WATER MAIN CLEANING CO,N WASHINGTON ST,2019-03-07
95235,"WAVEGUIDE, INC",L ST,2019-03-07
104322,TOCCI BUILDING CO,CAMBRIDGE ST,2019-03-07
416,VERIZON,S HUNTINGTON AV,2019-03-07
102119,VERACITY CONSTRUCTION,BERKELEY ST,2019-03-07
36729,WAYPOINT DEVELOPMENT LLC,WALLEY ST,2019-03-07
9099,WL FRENCH EXCAVATING CORP,SUMNER ST,2019-03-07
24879,MARR CRANE & RIGGING CO,W 3RD ST,2019-03-07
97297,EVERSOURCE ELECTRIC,POPLAR ST,2019-03-07
99180,SHEERIN CONSTRUCTION,MELVILLE AV,2019-03-07
396,National Grid,W BROADWAY,2019-03-07
97297,EVERSOURCE ELECTRIC,COMMONWEALTH AV,2019-03-07
416,VERIZON,NEPONSET AV,2019-03-07
388,TURNER CONSTRUCTION CO,PIER 4 NAVY YARD,2019-03-07
2838,"MORIARTY, JOHN & ASSOC",E SERVICE RD,2019-03-07
88630,DELLBROOK CONSTRUCTION LLC,SOJOURNER TRUTH CT,2019-03-07
2838,"MORIARTY, JOHN & ASSOC",WASHINGTON ST,2019-03-07
13165,"SUSI ,MARIO & SON",E LENOX ST,2019-03-07
396,National Grid,ARLINGTON AV,2019-03-07
107737,PELLA WINDOW & DOOR,A ST,2019-03-07
97297,EVERSOURCE ELECTRIC,NEPONSET VALLEY PY,2019-03-07
396,National Grid,MAPLE ST,2019-03-07
107632,SAGE ENGINEERING & CONTRACTING,MERIDIAN ST,2019-03-07
6040,Feeney Bros Excavation,NORFOLK AV,2019-03-07
381,Lee Kennedy Co,OCONNELL WY,2019-03-07
99501,TOM'S HOME RENOVATIONS,WEBSTER ST,2019-03-07
97681,Mass DOT,CONGRESS ST,2019-03-07
7389,MIRRA COMPANY INCORPORATED,MERRIMAC ST,2019-03-07
102119,VERACITY CONSTRUCTION,ST JAMES ST,2019-03-07
45167,"SPS New England, Inc",ALFORD ST,2019-03-08
97297,EVERSOURCE ELECTRIC,CAUSEWAY ST,2019-03-08
97297,EVERSOURCE ELECTRIC,COMMONWEALTH AV,2019-03-08
97297,EVERSOURCE ELECTRIC,JERSEY ST,2019-03-08
97297,EVERSOURCE ELECTRIC,PARSONS ST,2019-03-08
97793,"Cafco Construction Management, Inc",NEWBURY ST,2019-03-08
6040,Feeney Bros Excavation,CAMBRIDGE ST,2019-03-08
6040,Feeney Bros Excavation,COMMONWEALTH AV,2019-03-08
2590,SUFFOLK CONSTRUCTION,DALTON ST,2019-03-08
6040,Feeney Bros Excavation,MARLBOROUGH ST,2019-03-08
95235,"WAVEGUIDE, INC",BERKELEY ST,2019-03-08
102259,RELATED BEAL,HARRISON AV,2019-03-08
97297,EVERSOURCE ELECTRIC,SUMMER ST,2019-03-08
6040,Feeney Bros Excavation,BERKELEY ST,2019-03-08
6040,Feeney Bros Excavation,BAY STATE RD,2019-03-08
396,National Grid,HEREFORD ST,2019-03-08
388,TURNER CONSTRUCTION CO,WESTERN AV,2019-03-08
6040,Feeney Bros Excavation,GOODENOUGH ST,2019-03-08
6040,Feeney Bros Excavation,ENDICOTT ST,2019-03-08
97297,EVERSOURCE ELECTRIC,CAMBRIDGE ST,2019-03-08
97297,EVERSOURCE ELECTRIC,BRAINTREE ST,2019-03-08
30288,Cranshaw Construction,WAVERLY ST,2019-03-08
6040,Feeney Bros Excavation,CAMDEN ST,2019-03-08
9099,WL FRENCH EXCAVATING CORP,SUMNER ST,2019-03-08
2838,"MORIARTY, JOHN & ASSOC",CONGRESS ST,2019-03-08
2669,McCourt Construction Co,SUMMER ST,2019-03-08
2838,"MORIARTY, JOHN & ASSOC",E SERVICE RD,2019-03-08
6040,Feeney Bros Excavation,W EIGHTH ST,2019-03-08
71873,"MCDEVITT,PATRICK - MCDEVITT LLC",SILVER ST,2019-03-08
90851,SUN PROPERTY GROUP,F ST,2019-03-08
416,VERIZON,W BROADWAY,2019-03-08
97297,EVERSOURCE ELECTRIC,L ST,2019-03-08
6040,Feeney Bros Excavation,A ST,2019-03-08
6040,Feeney Bros Excavation,MERIDIAN ST,2019-03-08
104322,TOCCI BUILDING CO,BORDER ST,2019-03-08
6040,Feeney Bros Excavation,CUMMINS HY,2019-03-08
99180,SHEERIN CONSTRUCTION,ELM HILL AV,2019-03-08
98850,RILEY BROTHERS INC,WINTHROP ST,2019-03-08
2590,SUFFOLK CONSTRUCTION,SUMMER ST,2019-03-08
6040,Feeney Bros Excavation,NORFOLK AV,2019-03-08
396,National Grid,BLUE HILL AV,2019-03-08
2602,TISHMAN CONSTRUCTION CORP,SUDBURY ST,2019-03-08
416,VERIZON,E EAGLE ST,2019-03-08
6040,Feeney Bros Excavation,NIGHTINGALE ST,2019-03-08
6040,Feeney Bros Excavation,ADAMS ST,2019-03-08
2873,JF WHITE CONTRACTING CO,N WASHINGTON ST,2019-03-08
97297,EVERSOURCE ELECTRIC,QUINCY ST,2019-03-08
97297,EVERSOURCE ELECTRIC,JOHNSTON RD,2019-03-08
396,National Grid,MAPLE ST,2019-03-08
2838,"MORIARTY, JOHN & ASSOC",BOWKER ST,2019-03-08
2838,"MORIARTY, JOHN & ASSOC",CAUSEWAY ST,2019-03-08
7389,MIRRA COMPANY INCORPORATED,SUMMER ST,2019-03-08
2602,TISHMAN CONSTRUCTION CORP,LOMASNEY WY,2019-03-08
396,National Grid,ATLANTIC AV,2019-03-08
7325,Consigli Construction Co Inc,TEMPLE ST,2019-03-08
7587,TD GARDEN,LEGENDS WAY,2019-03-08
416,VERIZON,BENNINGTON ST,2019-03-08
99089,Lewis Tree Service,ORCHARD ST,2019-03-08
6040,Feeney Bros Excavation,SPRING ST,2019-03-08
40878,COMMODORE BUILDERS,AMORY ST,2019-03-08
2687,LENDLEASE,CLIPPER SHIP LA,2019-03-08
8641,EVERSOURCE GAS,BEACON ST,2019-03-08
8641,EVERSOURCE GAS,AMERICAN LEGION HY,2019-03-08
6040,Feeney Bros Excavation,CENTRE ST,2019-03-08
2590,SUFFOLK CONSTRUCTION,BOYLSTON ST,2019-03-08
8641,EVERSOURCE GAS,FAIRMOUNT AV,2019-03-08
97297,EVERSOURCE ELECTRIC,ATLANTIC AV,2019-03-08
68,MASSACHUSETTS WATER RESOURCE AUTHORITY,AMERICAN LEGION HY,2019-03-08
381,Lee Kennedy Co,TREMONT ST,2019-03-08
416,VERIZON,BREMEN ST,2019-03-08
107632,SAGE ENGINEERING & CONTRACTING,MERIDIAN ST,2019-03-08
2687,LENDLEASE,LEWIS MALL RD,2019-03-08
97297,EVERSOURCE ELECTRIC,VERA ST,2019-03-08
6040,Feeney Bros Excavation,MORELAND ST,2019-03-08
416,VERIZON,SARATOGA ST,2019-03-08
6040,Feeney Bros Excavation,HUMPHREYS ST,2019-03-08
396,National Grid,CUMMINS HY,2019-03-08
98850,RILEY BROTHERS INC,JOHNSTON RD,2019-03-08
88630,DELLBROOK CONSTRUCTION LLC,BROOK MARSHALL RD,2019-03-08
6040,Feeney Bros Excavation,DUNREATH ST,2019-03-08
6040,Feeney Bros Excavation,VERMONT ST,2019-03-08
416,VERIZON,HUNTINGTON AV,2019-03-08
6040,Feeney Bros Excavation,MCBRIDE ST,2019-03-08
396,National Grid,ARLINGTON ST,2019-03-08
95347,VEOLIA ENERGY,SUMMER ST,2019-03-08
7325,Consigli Construction Co Inc,CONGRESS ST,2019-03-08
60051,SELECT DEMOLITION SERVICES LLC,VALLAR RD,2019-03-08
6040,Feeney Bros Excavation,WASHINGTON ST,2019-03-08
30288,Cranshaw Construction,S HUNTINGTON AV,2019-03-08
416,VERIZON,AMERICAN LEGION HY,2019-03-08
97297,EVERSOURCE ELECTRIC,RIVER ST,2019-03-08
98994,Neuco Construction,ROCKWOOD ST,2019-03-08
2710,Clean Harbors Environmental Services,CONGRESS ST,2019-03-08
2838,"MORIARTY, JOHN & ASSOC",SEAPORT BL,2019-03-08
396,National Grid,W 3RD ST,2019-03-08
95347,VEOLIA ENERGY,BLOSSOM ST,2019-03-08
