,Fiscal Year,Fund Number,Fund Name,Cabinet/Secretariat Name,Department Code,Department Name,Appropriation/Account Number,Appropriation/Account Name,Beginning Balance/Prior Appropriation Continued (PAC),Original Enacted Budget (General Appropriation Act),Supplemental Budget Appropriations,Transfer In,Transfer Out,Authorized Retained Revenue Floor,Authorized Retained Revenue Ceiling,Retained Revenue Estimate,Retained Revenue Collected,Planned Savings (9C Spending Cut),Total Enacted Budget Appropriation,Other Statutorily Authorized Spending,Total Available for Spending,Total Expenses,Balance Forward/Prior Appropriation Continued (PAC),Unexpended/Reverted
27302,2012,10,General Fund,SHERIFF DEPARTMENTS,SDP,SHERIFF DEPARTMENT PLYMOUTH,89108700,Plymouth Sheriff's Department,0,24910825,6343757,4879656.8,4879656.8,0,0,0,0,0,31254582,,31254582,31221852.06,0,32729.94
27454,2012,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,74790.22,0,0,0,0,0,0,0,,74790.22,50016.34,0,24773.88
27615,2012,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,105638,4097,0,0,0,0,0,0,,101541,101348.61,0,192.39
28344,2012,10,General Fund,SHERIFF DEPARTMENTS,SDD,SHERIFF DEPARTMENT DUKES,89108400,Dukes Sheriff's Department,0,2453748,219204,480921.23,480921.23,0,0,0,0,0,2672952,,2672952,2672660.6,0,291.4
28458,2012,10,General Fund,SHERIFF DEPARTMENTS,SDS,SHERIFF DEPARTMENT SUFFOLK,89108200,Barnstable Sheriff's Department,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
335,2011,10,General Fund,SHERIFF DEPARTMENTS,SDN,SHERIFF DEPARTMENT NORFOLK,89108610,Norfolk Sheriff's Department Federal Inmate Reimbursement Re,0,0,0,0,0,0,2500000,2500000,1757049.99,0,0,,1757049.99,1744883.13,0,12166.86
680,2011,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,2154306.49,164744.49,0,0,0,0,0,0,,1989562,1858229.27,0,131332.73
1867,2011,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,58101,0,0,0,0,0,0,0,,58101,58101,0,0
1908,2011,10,General Fund,SHERIFF DEPARTMENTS,SDP,SHERIFF DEPARTMENT PLYMOUTH,89108700,Plymouth Sheriff's Department,0,23560758,3818396,13800168.42,12033108.42,0,0,0,0,0,27379154,,29146214,29146109.28,0,104.72
1924,2011,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,89100288,Franklin Sheriff's Department Federal Transport,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0
2012,2011,10,General Fund,SHERIFF DEPARTMENTS,SDD,SHERIFF DEPARTMENT DUKES,89108400,Dukes Sheriff's Department,0,2503825,60082,431653.75,431653.75,0,0,0,0,0,2563907,,2563907,2561531.47,0,2375.53
2134,2011,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,1992682.35,158336.35,0,0,0,0,0,0,,1834346,1834044.51,0,301.49
2715,2011,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,89100445,BERKSHIRE SHERIFF'S RETAINED REVENUE,0,0,0,0,0,0,250000,250000,197796.26,0,0,,197796.26,195547.49,0,2248.77
3381,2011,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,98576.33,0,0,0,0,0,0,0,,98576.33,98521,0,55.33
3742,2011,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89100102,HAMPDEN COUNTY CORRECTIONS,0,64698314,325117,3591593,2652250,0,0,0,0,0,65023431,,65962774,65819344.29,0,143429.71
5077,2011,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,89100160,CRIMINAL ALIEN ASSISTANCE RETAINED REV,0,0,0,0,0,0,850000,850000,621171,0,0,,621171,583636.9,0,37534.1
5530,2011,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,689381,39910,0,0,0,0,0,0,,649471,646483.48,0,2987.52
6345,2011,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89101000,HAMPDEN PRISON INDUSTRIES RETAINED,0,0,0,0,0,0,2005423,2005423,1744040.04,0,0,,1744040.04,1737763.21,0,6276.83
6520,2011,10,General Fund,SHERIFF DEPARTMENTS,SDC,SHERIFF DEPARTMENT BARNSTABLE,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,46746.12,0,0,0,0,0,0,0,,46746.12,46746.11,0,0.01
6531,2011,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,14246.65,0,0,0,0,0,0,0,,14246.65,13185.49,0,1061.16
6781,2011,10,General Fund,SHERIFF DEPARTMENTS,SDN,SHERIFF DEPARTMENT NORFOLK,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,56100,0,0,0,0,0,0,0,,56100,56100,0,0
6860,2011,101,Highway Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
6917,2011,10,General Fund,SHERIFF DEPARTMENTS,BSD,SHERIFF DEPARTMENT BRISTOL,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,63100,0,0,0,0,0,0,0,,63100,63100,0,0
7256,2011,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,598739.03,2013.03,0,0,0,0,0,0,,596726,594894.91,0,1831.09
7372,2011,10,General Fund,SHERIFF DEPARTMENTS,SDD,SHERIFF DEPARTMENT DUKES,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,4600,0,0,0,0,0,0,0,,4600,4600,0,0
7509,2011,10,General Fund,SHERIFF DEPARTMENTS,SDP,SHERIFF DEPARTMENT PLYMOUTH,3391001,COMMISSIONER OF PROBATION-ADMINISTRATION,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
7767,2011,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,89100145,BERKSHIRE SHERIFF'S DEPARTMENT,0,14221459,71465,1519713.84,1368388.84,0,0,0,0,0,14292924,,14444249,14360986.19,0,83262.81
7816,2011,10,General Fund,SHERIFF DEPARTMENTS,SDP,SHERIFF DEPARTMENT PLYMOUTH,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,64375,8175,0,0,0,0,0,0,,56200,55621.83,0,578.17
8808,2011,10,General Fund,SHERIFF DEPARTMENTS,SDS,SHERIFF DEPARTMENT SUFFOLK,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,59147,0,0,0,0,0,0,0,,59147,53149.82,0,5997.18
8864,2011,10,General Fund,SHERIFF DEPARTMENTS,SDS,SHERIFF DEPARTMENT SUFFOLK,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,80700,0,0,0,0,0,0,0,,80700,71114.23,0,9585.77
8904,2011,10,General Fund,SHERIFF DEPARTMENTS,SDS,SHERIFF DEPARTMENT SUFFOLK,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,108567,1060,0,0,0,0,0,0,,107507,60065.23,0,47441.77
9593,2011,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,89100003,Mental Health Forensics Services,0,0,0,943167.52,0.02,0,0,0,0,0,0,,943167.5,943090.07,0,77.43
10161,2011,10,General Fund,SHERIFF DEPARTMENTS,SDS,SHERIFF DEPARTMENT SUFFOLK,89108200,Barnstable Sheriff's Department,0,0,0,30000,0,0,0,0,0,0,0,,30000,0,0,30000
10252,2011,101,Highway Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
10804,2011,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,70200,0,0,0,0,0,0,0,,70200,70200,0,0
11065,2011,10,General Fund,SHERIFF DEPARTMENTS,SDS,SHERIFF DEPARTMENT SUFFOLK,89108800,Suffolk Sheriff's Department,0,84531407,424781,22525917.4,17642583.4,0,0,0,0,0,84956188,,89839522,88724584.99,0,1114937.01
11145,2011,10,General Fund,SHERIFF DEPARTMENTS,SDN,SHERIFF DEPARTMENT NORFOLK,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,70101.14,3085,0,0,0,0,0,0,,67016.14,65816.72,0,1199.42
11373,2011,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,89106619,ESSEX SHERIFF FEDERAL RR,0,0,0,0,0,600000,2600000,2000000,1236579.61,0,0,,1236579.61,1236579.61,0,0
11953,2011,101,Highway Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
11981,2011,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,89100110,HAMPSHIRE COUNTY CORRECTIONS,0,11634202,58463,2151233.4,1927277,0,0,0,0,0,11692665,,11916621.4,11902103.83,0,14517.57
12052,2011,10,General Fund,SHERIFF DEPARTMENTS,BSD,SHERIFF DEPARTMENT BRISTOL,89108310,Bristol Sheriff's Department Federal Inmate Reimbursement Re,0,0,0,0,0,0,9955000,9955000,9058072.88,0,0,,9058072.88,9056070.34,0,2002.54
12273,2011,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,40522,0,0,0,0,0,0,0,,40522,38684.46,0,1837.54
12508,2011,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,11023301,BUREAU OF STATE BUILDINGS OPERATIONS,0,0,0,5000,0,0,0,0,0,0,0,,5000,3497.32,0,1502.68
12589,2011,101,Highway Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
13025,2011,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
13915,2011,10,General Fund,SHERIFF DEPARTMENTS,SDD,SHERIFF DEPARTMENT DUKES,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,358569.14,32488.14,0,0,0,0,0,0,,326081,325157.09,0,923.91
14461,2011,10,General Fund,SHERIFF DEPARTMENTS,SDC,SHERIFF DEPARTMENT BARNSTABLE,89108210,Barnstable Sheriff Federal Reimbursement Retained Revenue,0,0,0,0,0,0,250000,250000,250000,0,0,,250000,198150.16,0,51849.84
14813,2011,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,70020500,DIVISION OF INDUSTRIAL ACCIDENTS,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
15085,2011,10,General Fund,SHERIFF DEPARTMENTS,SDN,SHERIFF DEPARTMENT NORFOLK,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,887378,64630,0,0,0,0,0,0,,822748,814710.29,0,8037.71
16147,2011,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,89100446,Berkshire Retained Revenue from Pittsfield Schools,0,0,0,0,0,0,450000,450000,424930.86,0,0,,424930.86,424924.91,0,5.95
16159,2011,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,89100105,WORCESTER COUNTY CORRECTIONS,0,40139577,201706,4307892.03,3641953.03,0,0,0,0,0,40341283,,41007222,40949772.7,0,57449.3
17334,2011,10,General Fund,SHERIFF DEPARTMENTS,SDP,SHERIFF DEPARTMENT PLYMOUTH,82000200,FOR ADMINISTRATION OF TRAINING BY THE,0,0,0,66950.42,0,0,0,0,0,0,0,,66950.42,66950.39,0,0.03
17715,2011,10,General Fund,SHERIFF DEPARTMENTS,BSD,SHERIFF DEPARTMENT BRISTOL,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,121528.5,2000,0,0,0,0,0,0,,119528.5,112166.86,0,7361.64
18504,2011,101,Highway Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
20579,2011,10,General Fund,SHERIFF DEPARTMENTS,SDS,SHERIFF DEPARTMENT SUFFOLK,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,205000,0,0,0,0,0,0,0,,205000,196082.87,0,8917.13
20692,2011,10,General Fund,SHERIFF DEPARTMENTS,SDN,SHERIFF DEPARTMENT NORFOLK,89108600,Norfolk Sheriff's Department,0,22682471,1140982,6936394.19,5226022.19,0,0,0,0,0,23823453,,25533825,25491909.63,0,41915.37
20724,2011,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,119446.93,31341.93,0,0,0,0,0,0,,88105,85299.98,0,2805.02
20883,2011,10,General Fund,SHERIFF DEPARTMENTS,SDP,SHERIFF DEPARTMENT PLYMOUTH,89108200,Barnstable Sheriff's Department,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
21085,2011,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,89100888,Franklin Sheriff Industries RR,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0
21304,2011,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,89100108,FRANKLIN COUNTY CORRECTIONS,0,8657639,43506,1140273.82,941513.82,0,0,0,0,0,8701145,,8899905,8883474.68,0,16430.32
21600,2011,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,534493.81,20753.81,0,0,0,0,0,0,,513740,512569.85,0,1170.15
21743,2011,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,77200,0,0,0,0,0,0,0,,77200,77200,0,0
21917,2011,101,Highway Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
22010,2011,10,General Fund,SHERIFF DEPARTMENTS,SDC,SHERIFF DEPARTMENT BARNSTABLE,89108500,Nantucket Sheriff's Department,0,0,0,219000,5000,0,0,0,0,0,0,,214000,188907.17,0,25092.83
22176,2011,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,59158.52,0,0,0,0,0,0,0,,59158.52,58964.55,0,193.97
22348,2011,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,101490,1009,0,0,0,0,0,0,,100481,100392.11,0,88.89
22855,2011,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89100003,Mental Health Forensics Services,0,0,0,943167.5,0,0,0,0,0,0,0,,943167.5,943167.5,0,0
23027,2011,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,110175,5550,0,0,0,0,0,0,,104625,99561.29,0,5063.71
23036,2011,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,89100107,FORMER MIDDLESEX COUNTY CORRECTIONAL,0,59316597,298073,4675667.01,3819614.01,0,0,0,0,0,59614670,,60470723,60397323.76,0,73399.24
23221,2011,10,General Fund,SHERIFF DEPARTMENTS,SDP,SHERIFF DEPARTMENT PLYMOUTH,89108710,Plymouth Sheriff's Department Federal Inmate Reimbursement R,0,0,0,0,0,0,16000000,16000000,15963840.22,0,0,,15963840.22,15958621.75,0,5218.47
23333,2011,10,General Fund,SHERIFF DEPARTMENTS,SDA,SHERIFFS DEPARTMENT ASSOCIATION,89107100,MASS SHERIFF'S ASSOCIATION Operations,0,0,0,0,0,0,344790,344790,335790,0,0,,335790,330622.29,0,5167.71
23361,2011,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,89101111,HAMPSHIRE SHERIFF FEDERAL RR,0,0,0,0,0,0,,0,109824,0,0,,109824,6.73,0,109817.27
23671,2011,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,89101100,MIDDLESEX PRISON INDUSTRIES RETAINED,0,0,0,0,0,0,100000,100000,40858.35,0,0,,40858.35,40096.76,0,761.59
24160,2011,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,89100188,Franklin Sheriff Federal RR,0,0,0,0,0,0,2100000,2100000,1374430.68,0,0,,1374430.68,1373807.83,0,622.85
24200,2011,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,148430.28,1.28,0,0,0,0,0,0,,148429,148139.02,0,289.98
24565,2011,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,89101112,Hampshire Regional Lockup Retained Revenue,0,0,0,0,0,0,250000,250000,158248,0,0,,158248,158248,0,0
24920,2011,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,124504,3600,0,0,0,0,0,0,,120904,120699.15,0,204.85
25028,2011,10,General Fund,SHERIFF DEPARTMENTS,BSD,SHERIFF DEPARTMENT BRISTOL,89108300,Bristol Sheriff's Department,0,26577651,1450095,4842079.67,3755426.67,0,0,0,0,0,28027746,,29114399,28964890.77,0,149508.23
25165,2011,101,Highway Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
26697,2011,10,General Fund,SHERIFF DEPARTMENTS,NSD,SHERIFF DEPARTMENT NANTUCKET,89108500,Nantucket Sheriff's Department,0,763105,3835,533470,747470,0,0,0,0,0,766940,,552940,462152.45,0,90787.55
26712,2011,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,52500,0,0,0,0,0,0,0,,52500,52500,0,0
26768,2011,10,General Fund,SHERIFF DEPARTMENTS,SDC,SHERIFF DEPARTMENT BARNSTABLE,89108200,Barnstable Sheriff's Department,0,20706224,1819857,7766802.01,6586640.01,0,0,0,0,0,22526081,,23706243,23529189.08,0,177053.92
26776,2011,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,89100619,ESSEX SHERIFF'S DEPARTMENT,0,44016716,3088868,6377399.76,6143621.76,0,0,0,0,0,47105584,,47339362,47312981.75,21578,4802.25
27230,2011,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,574190.96,14997.96,0,0,0,0,0,0,,559193,559193,0,0
27487,2011,10,General Fund,SHERIFF DEPARTMENTS,SDS,SHERIFF DEPARTMENT SUFFOLK,89108810,Suffolk Sheriff's Department Federal Inmate Reimbursement Re,0,0,0,0,0,0,10000000,10000000,10000000,0,0,,10000000,9975342.92,0,24657.08
27631,2011,10,General Fund,SHERIFF DEPARTMENTS,SDS,SHERIFF DEPARTMENT SUFFOLK,89100000,FOR A RESERVE TO FUND COUNTY,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
27796,2011,10,General Fund,SHERIFF DEPARTMENTS,SDC,SHERIFF DEPARTMENT BARNSTABLE,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,45552.86,0,0,0,0,0,0,0,,45552.86,45507.69,0,45.17
28381,2011,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89102222,HAMPDEN SHERIFF FEDERAL RR,0,0,0,0,0,312000,1812000,1500000,325047.48,0,0,,325047.48,318429.25,0,6618.23
28441,2011,10,General Fund,SHERIFF DEPARTMENTS,SDP,SHERIFF DEPARTMENT PLYMOUTH,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,93859.96,7765.41,0,0,0,0,0,0,,86094.55,84203.56,0,1890.99
61,2010,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,89100288,Franklin Sheriff's Department Federal Transport,0,0,0,0,0,0,500000,500000,181225.05,0,0,,181225.05,160386.76,0,20838.29
153,2010,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
465,2010,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,58101,0,0,0,0,0,0,0,,58101,58101,0,0
485,2010,10,General Fund,SHERIFF DEPARTMENTS,SDP,SHERIFF DEPARTMENT PLYMOUTH,3391001,COMMISSIONER OF PROBATION-ADMINISTRATION,0,0,0,995.27,0,0,0,0,0,0,0,,995.27,0,0,995.27
592,2010,10,General Fund,SHERIFF DEPARTMENTS,SDN,SHERIFF DEPARTMENT NORFOLK,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,411371,0,0,0,0,0,0,0,,411371,327078.79,0,84292.21
888,2010,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,3391004,COMMUNITY CORRECTIONS PROGRAMS,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
965,2010,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,89101100,MIDDLESEX PRISON INDUSTRIES RETAINED,0,0,0,0,0,0,100000,100000,33536.8,0,0,,33536.8,33398.68,0,138.12
1021,2010,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,77200,0,0,0,0,0,0,0,,77200,77200,0,0
1304,2010,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,3391004,COMMUNITY CORRECTIONS PROGRAMS,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1481,2010,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,89100445,BERKSHIRE SHERIFF'S RETAINED REVENUE,0,0,0,0,0,0,250000,250000,195299.89,0,0,,195299.89,186042.02,0,9257.87
1672,2010,10,General Fund,SHERIFF DEPARTMENTS,BSD,SHERIFF DEPARTMENT BRISTOL,89108310,Bristol Sheriff's Department Federal Inmate Reimbursement Re,0,0,0,0,0,0,6500000,6500000,506338.24,0,0,,506338.24,506338.24,0,0
1890,2010,10,General Fund,SHERIFF DEPARTMENTS,SDD,SHERIFF DEPARTMENT DUKES,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,179869.61,16832.11,0,0,0,0,0,0,,163037.5,162252.23,0,785.27
2197,2010,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,89100446,Berkshire Retained Revenue from Pittsfield Schools,0,0,0,0,0,0,1000000,1000000,781307.6,0,0,,781307.6,780699.09,0,608.51
2339,2010,101,Highway Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,14738.63,0,0,0,0,0,0,0,,14738.63,14738.63,0,0
2567,2010,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89100102,HAMPDEN COUNTY CORRECTIONS,0,66350440,0,1866500,1866500,0,0,0,0,0,66350440,,66350440,65730892.53,0,619547.47
2602,2010,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,116719,700,0,0,0,0,0,0,,116019,115344.01,0,674.99
2667,2010,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89101000,HAMPDEN PRISON INDUSTRIES RETAINED,0,0,0,0,0,0,1844458,1844458,1711689.04,0,0,,1711689.04,1698853.94,0,12835.1
2738,2010,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89500001,PAROLE BOARD,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2772,2010,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,89106619,ESSEX SHERIFF FEDERAL RR,0,0,0,0,0,600000,2600000,2000000,1071837.93,0,0,,1071837.93,1071837.93,0,0
2785,2010,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,89100188,Franklin Sheriff Federal RR,0,0,0,0,0,0,2100000,2100000,2100000,0,0,,2100000,2099554.36,0,445.64
2787,2010,101,Highway Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,39784.48,0,0,0,0,0,0,0,,39784.48,39784.48,0,0
